10  8   8   8
0 0 0 0 0 0 0 0 0 0 
0 3ee26f9b 3ea87513 3eb152f9 3e6b30c9 3f0d869f 3e720e33 3ef6d156 3f2aa5b4 0 
0 3f0945ec 3e5e1e2d 3e92be7d 3f49c7ca 3f39432b 3f6bbce7 3e5e0162 3effd298 0 
0 3e058029 3f79d4c3 3eee9045 3f79eff9 3e527191 3e100cff 3eb94a11 3f602975 0 
0 3f62826a 3f214e72 3d413f0d 3f0b6eae 3f74699f 3ec8365f 3f542908 3f3e244a 0 
0 3f2fbb16 3f3caa81 3e80bf86 3f461ee8 3f79e85e 3f483956 3eff4997 3f4ac191 0 
0 3f4ad2d0 3f731964 3f578174 3f169139 3f43c01a 3ebc9496 3f5a183c 3f60bdb4 0 
0 3f5246fe 3e5c6d49 3eac1928 3f1aab5b 3ec4ecb3 3f4a8173 3ed36923 3eb30827 0 
0 3e8e74da 3f7c5e70 3e8deebb 3e2cf364 3f3315e2 3e578558 3e0be79d 3f54e0a0 0 
0 0 0 0 0 0 0 0 0 0 

0 0 0 0 0 0 0 0 0 0 
0 3e9fa4ab 3f02f6ed 3f785ab4 3f10daea 3f29db16 3eacb1bf 3f71b398 3e19853d 0 
0 3f35f49d 3e47e656 3eaa8029 3ec95677 3f6ac91b 3f2b88a1 3f62caf9 3ebaf737 0 
0 3e9b70ad 3e59462e 3db68875 3ca13fb8 3d97f8c6 3f0a1647 3e7d6995 3ebe6402 0 
0 3dc8946c 3f7c2f5d 3f7135d3 3e8d0f75 3f644db1 3e6c9a0e 3f7c47d9 3f751d70 0 
0 3f338128 3ecbaae3 3ec33f1b 3e2a2ff9 3f79f36c 3f2f4e31 3e85399f 3f0d75d6 0 
0 3f2ae11b 3f34b5a3 3f604e8f 3ee91672 3f202f63 3e2a1532 3e80b32a 3f1023ed 0 
0 3f076bb1 3dbf45aa 3e1d9a48 3d64daee 3e88702e 3ef7ec40 3eae0bfa 3f7479b9 0 
0 3f7b1edf 3f37777f 3f0c5744 3f1fc46d 3f027a41 3f5a83e0 3f19ff79 3cc847c2 0 
0 0 0 0 0 0 0 0 0 0 

3f4e81bd 3db807ea 3f1d1226 
3f2eff87 3f5df212 3ee19f7d 
3c9ad6ec 3f510562 3ed2a50e 

3df959d0 3f0867da 3f5546fb 
3f03da58 3dfad1f0 3f567cc3 
3f26dd91 3d9a6e37 3f1b589d 

3dd712f6 3f192ae8 3f30b91e 
3f1e18b7 3ebf362f 3f36b3c9 
3d6b6e58 3e9aa19f 3f26bfdd 

3f28a17a 3df9fcdb 3f00319f 
3f0c6145 3f594f4f 3e9033de 
3f056e7c 3e27c996 3f3573ce 

3f7b010e 3ebae947 3e37d83b 
3e1b99de 3f59f6df 3f0f0871 
3ec7fe01 3c749aa7 3e4979f0 

3f695314 3f536142 3f2a3c01 
3f09ea68 3d94348e 3df5a3a7 
3f38b8d1 3f04c10b 3f1e54f1 

3f73f42d 3f632fcc 3e502ccd 
3f66c9b6 3f3c51e6 3f1e8c60 
3f1d3f07 3cb9a5bb 3eb8ea89 

3e609c0c 3f2d2d9c 3cfc7e5f 
3f3044dd 3f2d30c7 3f79f00c 
3f5596ee 3f5c0e9a 3ee9e1b4 

3ee73c35 3dd7329b 3e9af1ec 
3f4e8049 3ec00cab 3d84a3da 
3f3f3f98 3f4e3b27 3eb4b6e6 

3f509b87 3dc68ba1 3f644db0 
3f242bab 3f0b905e 3d268953 
3c2e1602 3ee2d04c 3ebc865b 

3f8719d4 3f85cdff 3f982a06 3fd0277c 3fdccfe0 3fd333d2 3fa2fa31 3fa8e5b9 
3fd372dd 40222e9e 4033472e 40263a98 400d7957 40353fb3 40314d1c 40115205 
3f99178d 40016e71 3fdc33cb 3ff2663a 3f96349f 3ff8fe0d 3fc2968e 3fbffdac 

3ea2e561 3f0f3a7c 3f08bf6b 3eb1ad63 3f6dbfe7 3f4117e3 3f0a10e9 3f7ec7be 
3f64b96e 3f91ca10 3fc07cd3 3fbf1b23 3fc13332 3ffef119 4004c2a9 3fdc2a58 
3f8e7183 3fe6c3e9 3fe4627b 3fe6b897 400240f5 401b9c60 40380fdd 3fd3e1a2 
3f558937 3fe65a01 3fc946d8 3fd51606 3ffc885b 400c8612 3fd23b9c 3fa03d77 
3fb4b86d 3fd7318c 3fe2203b 3f903b45 3f9d6885 3f7e830e 3fca9a5f 3fa1df7f 
3f94ab67 3fd38934 3f9af19a 3fe367a2 3fa11554 3fa57b45 3fd05a99 3fe866f1 
3f446a35 3fa4a16e 3fa26763 3fb2ba05 3fb2551e 3f8a5cc5 3fb9d19b 3fcc9568 
3f8e1cd0 3fb559be 3fd19c2b 3f76f79c 3f92c249 3f7b4066 3fb69caf 3f8e9028 

3ebca4c7 3f80d450 3f68f52b 3fb8c1d8 3f4fd219 3f9a1158 3fd6f2a2 3fa777cc 
3f3259e9 3fd44a7c 3fa66465 400749e1 4005f010 402cee8d 4024860d 40004063 
3f6ad17f 40052c70 4019634a 400cbfb9 3ff1869e 4027aa21 402d589f 3ffda34f 
3f8465b6 4007b63c 3ff9aec5 4014ea42 3ff9ed73 4031a76b 3ff38fed 3fe88404 
3f8315c4 3fe3e7f6 3fe3d7ee 3fcb3289 3fc5643f 3fcbdea2 3fab8d79 3fda164a 
3f8c7eff 40029ffb 3ff60423 3fc9104f 3fbb3a89 3ff2b501 3fbfd197 3fd0bd6a 
3f3ec284 3fb6d9e9 3ff80c1e 4003882d 3fbe77e1 3fe54a4b 3fe916ee 400c39a8 
3f68ab07 3fad67b4 3fa1810f 3f932be5 3f5e82a1 3f926f1f 3f7a08c4 3f73862b 

3fa4bfba 400a2140 40204659 3ff4c0fd 400c629b 40173972 40428726 401ded5c 
401fd445 40573249 408cc328 4072f3a0 4098d809 40aca184 409e58dd 4036d1cf 
4021efc9 4081ee29 408a742d 4096748e 4080059a 40938bd8 408c8c93 4075c916 
404d35e9 40affe20 408c567f 40a2488c 408e565c 408bdce6 408ab9f1 403d7864 
40328d36 40a7eb9d 40a03bce 409d559a 40686770 405cd1d2 40632441 4083f09c 
404cf19a 40aa88cb 408b454c 40922fdf 4059074f 406e4a7c 406d90ca 408080f8 
4028a3eb 40a35427 40913dd0 40934b12 40458afb 406e71ca 408dc5c8 4080c27e 
3fe996f4 4064857f 402821ea 4040f346 4008d63f 405faf88 4042f568 40228dd2 

3fee3b32 4012c29e 4030991e 400e5048 402669e1 40303471 4033b071 403821d2 
402a69d5 408175ad 4089fe04 40856be8 40a72dbb 40b0c858 409dae17 4047138a 
404d3fb4 409702d1 40b12c55 40915e9a 4090125d 40b5e1e5 40a56f18 4060cdfb 
405a6a97 40d3efce 409d11b7 40c05b54 40991ff8 40a7b2ab 4098f929 40502e40 
4069f0a1 40c4de52 40b1e683 40a3c6c5 407af65a 405e093f 408e2de8 407378d3 
40801532 40c9c95b 408fab8c 40b1b09d 4064edb6 4084701c 408f679a 40864003 
406693ef 40bb914c 408fc9f8 40a55677 4075efa1 408f4471 40ab7df3 408e1dc1 
400c9c38 407f97bb 40485170 403c2a26 401b3b9b 405749d7 406214d7 4023bdab 

3fc389e3 4040fbff 4012da29 4044bd4e 40242794 40583c41 40779f3d 40132474 
4007ee3e 40864ad3 406c4d95 40968cec 409f0d05 40b336a9 40a4d5e5 4047c1ec 
404569d5 408e9393 409cec93 40941ee6 4088fb9e 40af0a52 40abb5dc 405edd13 
40738da3 4096ac90 40a17251 40aa0a85 4080b376 409c6ed2 4090831e 403f43ea 
405a94f8 4097a02f 40a5b342 409696f2 404f1f9b 405d8ea2 40819945 4072282f 
406f9fa0 408fe79a 40946213 4075afc4 40739adc 406529a8 4077c9de 4078ac98 
404c7e59 40963491 409b488d 40739feb 4072b149 408a7441 4095cdbd 4082b2a4 
3fe6721c 4059c949 4043ecf3 4032c89a 40039341 40416b85 40353561 402bf976 

3f2ca986 3fba871f 4000c5ec 3fb147bb 400a9291 3fd3e295 3fb7ada6 400b455f 
3fdd2b6d 404820a1 4062e462 406cc36c 4052474f 40844ea9 4089836c 405659ea 
40111d8a 40830b45 4079210a 40895e61 40876916 40994688 40a64e0f 406c240a 
40126635 409a1210 408b0740 40aa10df 40958a50 4097fa0a 406f6ab8 40494434 
4043f47d 40a178b1 40a11180 409b23b3 405eb6a4 4037d6f4 4049fb5d 405da3f3 
40427d04 40a89468 4087c210 409ae02f 40442e37 4069903c 4054032e 40891d94 
40148018 4087a8de 408b797c 4083d5ae 404dd216 405ce1da 4075e770 408ea904 
4004cd9f 40594c8a 406f5577 4031d4d3 40241569 403c1239 405e3c20 40481e46 

3f583efb 3fd2ccfb 3fe7fc85 3fee9600 3fa93e27 3ff056e0 401999b6 4001d271 
3fdb6542 40588f3c 40553f58 4087ad23 40875b22 409937a5 408fbf12 4039831b 
400629dc 4076031f 408e7ab4 4086893b 4060e160 408da45e 408afb82 406ccb24 
40142283 40abf7c3 408132bf 40ae01f8 4081a531 40a4b14e 406669cc 403d4fb7 
40158427 40998ee9 408dfb92 408da152 405943c0 405db394 4040771e 40632dac 
402ff509 40aa33a3 4087dcc7 408ca48d 4042971f 40887fd3 404c791b 40560f82 
400b94d9 408e8dd2 408e54e3 40967baf 402d23db 40715c6b 407cfd49 407dbe0f 
3fd9893f 403bd4c8 4009a319 402ef768 3fe33ab1 4040d685 401e40d2 400a1d73 

  8   8   8
0 0 0 0 0 0 0 0 0 0 
0 3d66e6be 3ebe8983 3e4cc56b 3f61da59 3f49a7db 3ec67e35 3ef5bfaf 3f48b232 0 
0 3f07ff03 3d2cf9d2 3efd9252 3e9698c2 3ef62ea9 3e6c83dd 3f140981 3f098c7e 0 
0 3eb7b497 3f71aca7 3eb1d1a4 3f303be9 3f2c563b 3d44fd9e 3f37bfdd 3ea4b0ca 0 
0 3d73f261 3f05c9f6 3e0c9c0b 3ef70aea 3f6774a4 3de5e1f8 3e26e26b 3f30b133 0 
0 3f47f676 3e05c596 3f798367 3efeaaad 3efa9381 3e5d096f 3f6d73d6 3e4493a8 0 
0 3eaf7e0f 3f0f960b 3e2fe814 3f4ffaec 3e8452fc 3f1ed7dc 3f247808 3e9b68bb 0 
0 3e53509c 3f2e6d59 3ec801a5 3f0cce77 3e85af6f 3ec0361c 3f170f3f 3f6c616f 0 
0 3eb8d472 3f71bc38 3e522a17 3f29428b 3ef96aea 3f77aae6 3f1e4617 3eaae42d 0 
0 0 0 0 0 0 0 0 0 0 

0 0 0 0 0 0 0 0 0 0 
0 3e5990a6 3f3a252a 3e1c6af0 3e0c7f8d 3e28a018 3ea261a3 3f0c424b 3d7dc2c3 0 
0 3f1e04c9 3e49dc14 3e9cc00b 3db201ae 3e9ddea3 3f04eff4 3edccf33 3d73cbb8 0 
0 3ebab66a 3e5d7e95 3f3251ec 3f2355f1 3f597eea 3ea80596 3f741919 3ee3bd63 0 
0 3f2011e7 3e6b6ab3 3f7dfa5d 3f53bf56 3f33abca 3f753abc 3f22af55 3f36d609 0 
0 3b86d6eb 3f3dfd3d 3e0c13da 3f74bc27 39aec898 3f2ba693 3f7fd1c0 3f0c8f30 0 
0 3f78d8b3 3e861642 3f5fe4e5 3f26048a 3f42589c 3f5f9554 3ecb508c 3f78dcef 0 
0 3f0b599d 3d25c54f 3f6a8b61 3f3d7d83 3f5ef544 3ec97dac 3c2f6d93 3d554088 0 
0 3e8a8da1 3e8a13bb 3f0d8124 3f615784 3f3a3269 3ca285d1 3ea4bdac 3ec818a1 0 
0 0 0 0 0 0 0 0 0 0 

3f014adb 3f081f40 3f75fdbc 
3c51a7a5 3f535675 3f2060a3 
3eb9121f 3f5da5ee 3f38d83f 

3f18f1d3 3f5882a9 3e475495 
3ecb3e8b 3e198fbf 3f033663 
3f6546fc 3edc662d 3f3b583b 

3ba88117 3f358a5f 3f0bd268 
3f7b480f 3ee64345 3e9ecb26 
3cd391f8 3f03c8ad 3ee9ba61 

3f3eeece 3f6d9c7a 3f376333 
3f006b96 3f2fb366 3f3275ea 
3e04a2cd 3f0453d7 3e82c1c3 

3f5b9c11 3eb1ec21 3f0be518 
3e4f458e 3edc44ac 3e0d7f13 
3f650827 3d7e5c20 3f406d11 

3f358a48 3f70167b 3e942ff9 
3f2b8138 3e845a01 3f5b66f2 
3f79d694 3f5741de 3e76e02f 

3dda3634 3c836c80 3e2665af 
3ea654c4 3ef5716a 3e917f31 
3f6bd7c1 3f6a4ebe 3eb91737 

3f0e0aed 3d702d35 3f4a2abe 
3e8c9f73 3f38ec31 3f397578 
3ebb4820 3eac9712 3f054712 

3e1e03f1 3f6ea595 3d8034ba 
3f6160ec 3f23a9e2 3d92b179 
3f23b76d 3f41be51 3e8c2a0e 

3f0249c1 3de85d8a 3e6706a8 
3f60b97e 3f505c7f 3ee7a9e8 
3e87f73a 3f3c8024 3e36ea68 

3f452678 3f827bd5 3fb082c2 400055a8 3fcc0346 3fb608ae 3feea689 3fa9eda4 
3fec24ea 3ffbefcf 4037fafe 4045719d 40298575 401b5cab 40391ca4 3fd2f78d 
3fd1de11 4015d827 3ffa0e2f 403eedc6 40109527 3ffb0100 401a91ae 3fc12625 
400fafc0 402898eb 403fb692 4052a23f 4015622e 4012e38f 40136668 3fcdaf26 
3ffb2bb0 3ff371a3 4036d230 40381865 4015f996 40221c69 402c7b24 3f8eae09 
3fec44b3 403b0424 402cea0f 4037892c 4001bede 4041123b 40350580 3febc963 
401404c5 4022b889 4034f567 4018d6c2 403d81d2 404e2266 404927a1 3fe252d5 
3fd3b72b 3fe09748 3fd68998 3fcc116b 3fe5a3c9 4005ce50 4007d6fb 3f8945ec 

3eeae516 3f84bef4 3f8c4f4f 3fc4cc06 3fa73af6 3fc8f8b0 3fbd041a 3f875576 
3f888b04 3feb8e73 4013710f 4026cb1e 40211f6a 4024039d 3fea6b83 4002a38a 
3fb39e8b 3fa528db 400a52ab 400ddecf 3ff7005b 400dbfeb 3fd979ef 3fc9bece 
3f9911cc 402e32d5 401787bf 403d32ae 400c14b0 40101ee5 3fed57fe 3fe426a7 
3f64ea92 40007d8f 4009593b 40048dc9 402ff2dd 40159b3c 3fdbc0ed 3fe45ee6 
3fce6293 3feb675c 403612ee 400cb331 4013f9c4 40007e6a 402dc261 3ff8b4d5 
3fd01620 3ffd0aa4 402ab6c3 40025381 40323530 402498b8 4043e3de 3fdaf670 
3f5864a4 3f95352b 3fcb64f6 3f97004e 3fba1915 3f9f31c2 3fc68441 3fb6e782 

3eddf611 3f0bd7d5 3f8f404c 3f9c4bd4 3fd9bb5a 3fbef068 3fb1b93d 3f8ebff9 
3f8e3205 3fdc5161 3fbfcc2a 401fafa0 3fde6eb6 3fd54354 3ff884bd 3fc6a107 
3f8fc40d 3fc2acbf 40073927 3fffb495 3ffede69 3fc575d1 3fc9c688 3fcbddfa 
3fb5d825 3fdd5e05 40055b36 3fff4b0e 3fe48d14 3ffb8dea 3fd39ad5 3f532fce 
3f9373ac 3ff98e6b 3fc7738c 402d686f 3ff57060 3fd431ae 3fd5603f 3fd47862 
3faf711f 3fe71643 40140928 3fd367fd 3ff26241 3fee88e2 401f6974 3fb3052e 
3fbc370f 3fdb35f8 4000fbb7 3fffbe00 40009d00 400c5d93 4002966f 3fb34d91 
3f794425 3fc5276c 3fe70fc0 3f979f82 3fc7d3bd 3fd8f121 40106073 3fb51822 

3f15601e 3f23e514 3fa344bf 3fcc05fb 3fccaed2 3fa99f7d 3fc4aabe 3f90d422 
3f91db82 3fe5b4c3 4008e3ef 4038fed6 40304f6f 4018eba2 4029261f 40003d12 
3fcbc49e 400b14a4 4009f59b 40267556 400ec0e8 4004cdee 40070926 3ff1c11e 
3fed019c 4012d982 40370c43 403acf25 401f1be9 40077c24 4008d934 3fcdeac9 
3fb04943 400aaffd 40140879 40382ad1 401a6874 401d0af9 40064759 3fccb737 
3fdcdd36 4023abdf 40304c3c 4030f108 40132982 4027270b 402d9c86 3ffa269b 
3fe1d48e 40151f68 402338bb 40143224 4025dd71 402fff46 4042cb25 3ff8bc2d 
3fcaf706 4002755d 4015c656 3ff14fa2 4010c39e 40138935 402869de 3feb0dac 

3e0fc6f2 3f864f9d 3f12a90a 3fad0297 3f84d1d1 3fa2c82e 3f85154f 3f7c327a 
3f98382c 3f8f9635 402111e6 4003ec3e 400f0347 401f9ff1 3fd03f64 3fd8e5f5 
3f6396c5 3fba7677 3fd25cd9 40053ad7 3fc6d6bc 400034e8 3fd7aef1 3f93daed 
3f629663 402158fe 4005baf0 40224f36 3ffeca8c 4018e0d6 3f865bfb 3ff318f0 
3f8d3791 3f904c5e 40196ddb 3fd41346 4015bef4 3ffcfb89 3fe9488c 3f9f2ee3 
3f8bdf56 40069895 4004735e 4011aeff 3feeebd6 40070d79 4007dd95 3fdaa939 
3fab9d5e 3fc0f81b 402e29fd 3fc1bba2 4030055c 4002e01a 40222771 3fdfa275 
3f3ad660 3f9145c3 3fb2204c 3f87f721 3f9f55fc 3fa37982 3fc51212 3f8c435e 

3f9f50ad 3fa6cec4 3f8eb790 3f39a2b3 3f602653 3fc06f5b 3fa53e5d 3f5a9fdd 
3f8c6a9a 4013cd0d 3ff7aba0 400ca588 4015ee80 4027901a 401fc3a0 40038d83 
3fbf9693 4029ac2d 40253cfc 40652711 4043b1f9 407c8013 4051d95d 40158391 
3f7216b9 4029c5af 404b8cde 40705c37 407fb932 40503cee 4089a05b 4048ffb2 
400aea4c 4028d067 407540af 40669ca5 40870244 4085caca 4082952a 4048c178 
3f94b74a 403f8fbb 40381f82 4083fadd 40734567 404b4ac4 405fe0f3 3fe5c6a8 
3fba4a45 403e3dfe 40420ec2 408e8c54 407d55a1 403e2212 3ffbf0e2 3feda3ad 
3f52c38c 3fb4f9d9 400b8751 40344c8d 4010055d 3fe1045a 3f3c4fb9 3ebefa81 

3f71d804 3fa90eb5 3f5777f4 3f22a046 3f437e98 3fa363a5 3fa392fa 3f28d36f 
3f62ad15 3f9d0af0 3fb3dd22 3fe7451b 3ff02f39 4000b582 3fe3f29f 3fc1bc07 
3f6f01bc 3fd789d5 4002d736 403213b3 4023a71a 40246427 401effa8 3fe78e67 
3f2d99ef 3fbddc47 4004f9b8 400914e8 4008afd7 40060098 402b04a9 40052a30 
3f9f4fc9 40050c7c 4001e0ce 401a364b 40175131 401c3d27 402671c8 3ff61783 
3f9642bd 3fcc0d95 4004650d 402b5536 4029ea56 40078909 3fa8bb02 3f448fba 
3f2cff2d 3fb38333 3ff0f884 402d1a6d 401e83ff 3fb823f2 3f5bf5f6 3f3d8f10 
3e62fdee 3f14f095 3f3df512 3f879566 3f4c0bc8 3ee04c23 3ea50612 3e9673e4 

3f7dae86 3f92ac49 3f214816 3f0fea93 3f4adfb2 3f978016 3f64e19a 3ebefff4 
3fb498c2 3fb1211b 3fc0a792 3fc0aca7 3fd32824 400ee40b 3fb6b298 3f77c137 
3f7144c5 400b7e0a 40047953 402c5e4a 40229e96 402747b4 401978d0 3fa64b5b 
3f995df2 40093ffe 4036fa23 4036205a 40328f3c 405572eb 402c9801 3fe5e9c0 
3f9c8666 402b7b00 4023fe25 40342ec5 403cfd3a 403bd14d 405957ce 3fc4eda7 
3fd76549 3ff776c6 4043aa44 401b7362 404c0ebe 401a66f0 40114588 3fb5af0f 
3f6aff65 40243164 402a4ffa 405abac6 40327fe2 3fe0f638 3fdfc839 3f113bb1 
3ee8d1ff 3fd947a6 3fe2c927 402376a5 3fc6ebfe 3f76434c 3f47f5e6 3ec26452 

3f3582ec 3fa53289 3f908994 3f147916 3f2e0d03 3f8c3085 3fa7836a 3f57c244 
3f7cce8c 3fffe502 3fbd4b17 3fd5bec8 3fd2b79a 4002b6f2 4016a795 3fc0d363 
3fafaf74 3fd39150 400820d6 402ba870 40322eb3 403bae3f 402d241c 400c5683 
3f79da57 3fd5fcfc 401d56db 404137e3 403ce898 402370df 4066a023 40287a46 
3fbaef3a 3ff5c4a6 4035033d 403d4a7a 403d72a4 4032febe 404b6e9f 403efec8 
3f8e886b 401aa71d 4003d5f7 40624a95 402320bf 40333c6d 401be4a3 3fd7790e 
3fc6aace 3fc627c5 4019c1df 405645d2 404df224 4022c933 3fa49cbf 3fc18135 
3f33c97b 3f211b70 3fc7bf20 3ffe6326 400c4b98 3f96c851 3ea677a8 3f1553cc 

3f7ddce3 3f9b08a4 3f8f1ae5 3f05496f 3f3da896 3f988f57 3f9bf663 3f30921c 
3f8b1f9e 3fb92559 3fc83836 3fb53fbc 3fc9b7c5 3fe27cfc 3ff8533e 3fa595a1 
3f815d74 3fdd5f75 4008ed79 402fe407 4020415f 4030d063 401c48c8 4007ad19 
3f56b5ee 4007f288 400bda24 404e1dbd 4026630c 40429535 404466fb 40160d26 
3f9cbc30 3fec2540 401c3824 40200d57 402fcb6e 402179c0 40446c20 40233013 
3fbe2867 3ff56bac 402a588a 4030b656 404836f4 40186c3b 400eb70e 3fe03cf4 
3f60cf1a 40010a22 40085f71 405a9947 403b0eb2 3ff708f0 3fb3054c 3f3cc51d 
3ed38aaf 3f990573 3fb02f92 4011c2c6 3ff80fb1 3fa52fd9 3f2b5c41 3f1ca514 

4000f1f4 4014a54d 401f9d29 402ebe55 401e0b38 403b3c04 4049f273 400b9ec9 
403c47c2 4088e27a 4099e867 40a90b92 409fb9fa 40a17663 40ac7022 406d0949 
4048ba52 409fc22a 4091220a 40d20a6c 40aa2390 40bd0049 40b63586 407616a3 
404c356f 40a92f4d 40c5a1b8 40e17f3b 40ca8db0 40b1903e 40d3538f 4097eba3 
40844012 4091449c 40d60970 40cf5a85 40d1ff0f 40d6d8fe 40d8d2bc 40880c3e 
40407dfe 40bd49ef 40b284c9 40dfbf73 40ba8223 40c62e80 40ca7339 4068c805 
407129e7 40b07b43 40bb8214 40daf7b5 40dd6bb9 40c6223c 40a39009 4067fb41 
401e8c78 404ac890 4076cc1d 408d2aa1 40816ba1 4076507c 4036eae9 3fb9048c 

3fb3a547 4016e6d4 3ff80b49 400b0e15 40047d21 40362e2b 40304b8a 3fdbbf2e 
3ff9e18f 40444cb1 406d5fa0 408d36d6 408c9b83 40925c8f 40672f11 4063818d 
40158fb4 403e5958 408694f0 409ff941 408f93a4 40991209 4085de50 4058a69a 
3fefdec3 4086907c 408e40bb 40a323cb 408a6244 408b0fbe 4090d854 40773d84 
4008e289 4082c505 40859d04 408f620a 40a3a207 4098ec32 408a291f 406d3b34 
403252a8 405bba79 409d3bfd 409c0433 409ef20d 408403ba 40810ff1 402d7e59 
40134adb 405846ec 40919983 4097b6f7 40a85c97 40805558 407ae15b 401cdefc 
3f889210 3fdfad75 40152fbf 400f4ada 40100f7d 3fd744cb 3fefc5c5 3fdc847b 

3fb654c7 3fd89833 3fdfe456 3fe4411e 401f9599 402b383f 40121505 3fbe7ff6 
40216564 4046b93e 404039de 408002fa 4058cb6d 407985b5 40579baa 402140d1 
40043338 406cd469 4085d93d 40961c4a 409106e5 4085014e 407e5c14 403914aa 
40279b0b 4077ef00 409e2aac 409ae2f1 40926ae3 40a99cf0 408b32b6 4027c0d3 
4017fd09 4094211b 4083dbf6 40b0cb9a 409bdab5 4092f512 40a203f7 404cb305 
40436b34 406f4684 40abd9b6 408293b0 40a29fef 4088d5b1 4098577e 40345a1f 
4018db61 4088e630 4095a5d9 40ad4ce3 40998e71 407cd8af 40727a8b 3ffbeb69 
3fb6d692 404f3789 4064ec73 406f4666 40475fde 402a0964 40425dec 3fe5b137 

3fa57185 3ff72513 4019e72a 400b2143 4011daaa 401ae801 40361714 3ffcb544 
40082164 4072cce2 4067897a 4091ef1d 408cd59e 408dd14a 409fe6da 4060a6c4 
403dba09 4074dd4c 40890b38 40a90ee3 40a077cd 40a03e17 409a16a1 40829b89 
4034f764 407dd800 40aa318f 40be0384 40ae0240 40957681 40b7bcab 4087b7d5 
40359c3f 4082c928 40a485db 40babaa6 40abed8c 40a804db 40a8dafc 4092ad32 
4035b2d1 409f297e 409a111a 40c99dce 409b2520 40ad31bc 40a4c095 4068cfd4 
40543fae 4078334b 409e7d4d 40b53bfb 40b9e7ca 40a9643c 408a8cc3 405d1eb1 
40126de1 402abc39 4079a5e6 4077d964 408e879b 405eed5e 403d38d3 401adbc9 

3f90e750 4010ac20 3fd86f6a 3fefa74f 3fe3a61c 401dabc3 401085d9 3fd6624b 
4011abe5 40245dc7 40829700 405e8c1c 4073df29 40886f37 40644951 403f3dcb 
3ff328d7 404beaf6 40721be5 409a8f6f 4081d65e 409882a6 40841020 40519a8f 
3fdca629 4094a5c3 4088ca8a 40b83679 4092e429 40adbb05 4083ca7c 4087cccf 
4014f9e0 403e38cf 409ad300 40850b7d 40a2c531 408ffbc2 409c8833 4072c784 
402503de 4080a735 409765f4 40a132aa 409fd66f 408fbcda 408b4a52 405d7317 
400e0276 4061862f 409b44b7 409dbb8c 40b58a07 407e6492 407baa17 401f0282 
3f924ddc 4015259b 403127ef 4055be56 404bb2d7 402454ae 400d6019 3fda95e8 

  8   8   8
0 0 0 0 0 0 0 0 0 0 
0 3e9f100f 3f01fe5a 3f25f213 3f6199d4 3df71179 3efe9181 3f2a5659 3da56966 0 
0 3d51ef14 3f673ac1 3f15fb13 3ee61128 3f645fbe 3f657c23 3f1448a8 3f6fe5a0 0 
0 3bb599b0 3f54d4b6 3ea94b7a 3ea94864 3e0fa0e7 3e5795a4 3ea4f7ce 3f7a202c 0 
0 3ea508d4 3e34ee8a 3e246eea 3ecc1e7b 3ea7fe9b 3f074063 3c957c8b 3d829867 0 
0 3f2cacba 3ea611e2 3f5de007 3ebe7097 3f050992 3f2106a7 3e43c6ee 3de07ad8 0 
0 3ed162fb 3f41a360 3bd90ea8 3f4237f1 3e41c8a6 3ea17e8b 3d36a4da 3ea9cd0a 0 
0 3e74700d 3f6dc8ac 3f285a65 3e84c2e4 3ea315cd 3f77e245 3ec61195 3b1d37d7 0 
0 3f74da2c 3f65b525 3e5a392a 3dca965b 3d018b6d 3eb37458 3e55fea9 3f27e4b5 0 
0 0 0 0 0 0 0 0 0 0 

0 0 0 0 0 0 0 0 0 0 
0 3f5137ec 3f71afe8 3f366603 3f5005be 3f0c1599 3f6c40e3 3e26254b 3eb13dc8 0 
0 3e819927 3eeb578f 3f740202 3eadc7d1 3e88f583 3f6b1cc4 3e1f6b39 3f251a67 0 
0 3df84cbc 3f3b735b 3f15bf5b 3f36ba4f 3ec85197 3f77992e 3e63c07c 39af12d0 0 
0 3f06dc10 3e3a1e5a 3f633e87 3df46b60 3ea2fd72 3f330015 3ee0b135 3f611b37 0 
0 3f046678 3f673591 3e088dbe 3dfaea08 3f5ad287 3f1a8025 3e77e540 3eb9aec3 0 
0 3f24ca91 3e308727 3db4efaa 3f2cfad0 3f010e40 3f1ae3a6 3e4876d1 3f72a87f 0 
0 3f4bd3b1 3edea75b 3f20a69a 3ee53599 3f7c6fcb 3e9181dc 3f36beed 3f249b16 0 
0 3de461d1 3ec4aaff 3e66f445 3f360fbe 3f6d2667 3da6052f 3f4d4dec 3f44fafa 0 
0 0 0 0 0 0 0 0 0 0 

3f5590a5 3f5d0d86 3f09f9b0 
3ef5cb51 3f648fe1 3f637b82 
3f1339f0 3eaa442c 3d901f4d 

3eee57ec 3f0e0737 3ef9546f 
3f0222a9 3f7f3435 3f15a37c 
3d60f1dd 3d97956e 3f0d4d59 

3f4b319f 3f448998 3f55c541 
3f6e2581 3f349b53 3e79dafa 
3f1cf2ba 3ef585f3 3f77c934 

3f12f7b4 3eaa609c 3f6085ba 
3e3b9d0b 3daeb833 3f6fe008 
3f5e08c5 3ec72e4e 3e797fb5 

3f6f0d79 3f4ddeca 3f4a3a71 
3cb1f5f7 3f2f3afb 3e8f395e 
3f66f2fa 3f439016 3f597bad 

3e55998a 3ef6516f 3eae1add 
3e499769 3f67f4f5 3e685f30 
